Resume File,Job Description File,Score
Sakshi_Resume.pdf,Job_description.txt,0.036065501257630736
Sakshi_Resume__Copy__7.pdf,I2V_Systems_Poster.pdf,0.3825266292355846
test_resume.txt,Job_description.txt,0.7886507647472074
test_resume.txt,Job_description.txt,0.7886507647472074
test_resume.txt,Job_description.txt,0.7886507647472074
